Term,Course,Section,CRN,Name,A,B,C,D,F,I,NR,S,U,V,W,Total,Class Size,Calculated GPA,Level
201308,AE 9000,AHU,80510,"Ahuja,Krishan K",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,KOM,80527,"Komerath,Narayanan M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,QBR,83951,"Braun,Robert David",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,SAL,84658,"Saleh,Joseph Homer",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,VOL,84659,"Volovoi,Vitali",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,WIL,84335,"Wilhite,Alan W",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,YU,89824,"Yu,Minfeng",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,GER,86018,"German,Brian J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,RUF,80532,"Ruffin,Stephen M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,RUZ,82660,"Ruzzene,Massimo",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,SAN,80533,"Sankar,Lakshmi N",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,LIE,81796,"Lieuwen,Timothy Charles",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,PRA,80530,"Prasad,Jonnalagadda V R",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,PRI,80531,"Pritchett,Amy R",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,HAD,80522,"Haddad,Wassim M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,JAG,80525,"Jagoda,Jechiel",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,KAR,80526,"Kardomateas,George",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,RIM,87953,"Rimoli,Julian Jose",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,SEI,80536,"Seitzman,Jerry M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,YEU,80548,"Yeung,Pui-Kuen",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,CLA,84303,"Clarke,John-Paul B",,,,,,,,80%,,,20%,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,FER,84528,"Feron,Eric Marie J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,SCH,80534,"Schrage,Daniel P",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,BRA,83207,"Braun,Robert David",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,COS,84416,"Costello,Mark Francis",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,HOD,80524,"Hodges,Dewey H",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,QWI,85102,"Wilhite,Alan W",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,WAL,85600,"Walker II,Mitchell L.R.",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,ZIN,80551,"Zinn,Ben T",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,TSI,80544,"Tsiotras,Panagiotis",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,YAN,86689,"Yang,Vigor",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,SMI,80539,"Smith,Marilyn J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,JOH,82212,"Johnson,Eric N",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,AE 9000,MEN,80529,"Menon,Suresh",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Graduate
201308,AE 9000,MAV,80528,"Mavris,Dimitri",,,,,,,,99%,1%,,,100%,Very Large (50 students or more),N/A,Graduate
201308,APPH 1040,D,90731,"Rosskopf,Linda B",33%,35%,16%,3%,3%,,,,,,9%,100%,Very Large (50 students or more),3.00,Undergraduate
201308,APPH 1040,B,90730,"Kliem,Michele Ann",49%,35%,11%,1%,1%,,,,,,3%,100%,Very Large (50 students or more),3.32,Undergraduate
201308,APPH 1040,E,90733,"Gaboardi,Angela K",56%,31%,8%,1%,2%,,,,,,2%,100%,Very Large (50 students or more),3.40,Undergraduate
201308,APPH 1040,J,90734,"Porter,Holly B",63%,30%,5%,1%,,,,,,,2%,100%,Very Large (50 students or more),3.57,Undergraduate
201308,APPH 1040,L,90735,"Decker,Adam J",63%,27%,4%,1%,1%,,,,,,4%,100%,Very Large (50 students or more),3.56,Undergraduate
201308,APPH 1050,WGT,90044,"Snow,Teresa K",43%,43%,9%,,,,,,,,4%,100%,Mid-size (21-30 students),3.36,Undergraduate
201308,APPH 1050,FT2,90048,"Snow,Teresa K",67%,21%,8%,4%,,,,,,,,100%,Mid-size (21-30 students),3.50,Undergraduate
201308,APPH 1050,FIT,90046,"Snow,Teresa K",72%,20%,4%,,,,,,,,4%,100%,Mid-size (21-30 students),3.71,Undergraduate
201308,APPH 1050,RUN,90043,"Snow,Teresa K",64%,16%,4%,8%,8%,,,,,,,100%,Mid-size (21-30 students),3.20,Undergraduate
201308,APPH 1050,YOG,90045,"Snow,Teresa K",52%,36%,4%,,4%,,,,,,4%,100%,Mid-size (21-30 students),3.38,Undergraduate
201308,APPH 2699,BP,84984,"Priloutski,Boris I",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 2699,LW,87527,"Wheaton,Lewis A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 2699,TB,83078,"Burkholder,Thomas J",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 2699,MS,91542,"Shinohara,Minoru",50%,,,,,,,,,,50%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 3751,A,82564,"Rosskopf,Linda B",20%,24%,24%,12%,,,,,,,20%,100%,Mid-size (21-30 students),2.65,Undergraduate
201308,APPH 3803,A,90378,"Balog,Edward Michael",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201308,APPH 3803,BP,90443,"Priloutski,Boris I",50%,,,,,,,,,,50%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 3831,A,91103,"Abelew,Thomas A",71%,14%,,,,,,14%,,,,100%,Very Small (Fewer than 10 students),3.83,Undergraduate
201308,APPH 4200,A,87699,"Abelew,Thomas A",27%,55%,,18%,,,,,,,,100%,Small (10-20 students),2.91,Undergraduate
201308,APPH 4400,A,90197,"Wheaton,Lewis A",57%,14%,,,14%,,,,,,14%,100%,Very Small (Fewer than 10 students),3.17,Undergraduate
201308,APPH 4698,CH,83086,"Hovorka,Christopher F",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201308,APPH 4699,CH,83083,"Hovorka,Christopher F",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 4699,RN,91502,"Nichols,T Richard",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 4699,YC,83088,"Chang,Young-Hui",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 4699,BP,84985,"Priloutski,Boris I",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 4699,LW,86875,"Wheaton,Lewis A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 4699,MMS,83084,"Millard-Stafford,Melinda",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 4699,MS,85799,"Shinohara,Minoru",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,APPH 6202,A,82418,"Chang,Young-Hui",71%,29%,,,,,,,,,,100%,Small (10-20 students),3.71,Graduate
201308,APPH 6209,A,84375,"Hovorka,Christopher F",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Graduate
201308,APPH 6211,A,83641,"Burkholder,Thomas J",50%,43%,,,,,,,,,7%,100%,Small (10-20 students),3.54,Graduate
201308,APPH 6213,A,84190,"Balog,Edward Michael",14%,86%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.14,Graduate
201308,APPH 6214,LW,91369,"Wheaton,Lewis A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,APPH 6216,A,85738,"Nichols,T Richard",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,APPH 6231,A,90442,"Priloutski,Boris I",67%,33%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.67,Graduate
201308,APPH 6238,A,90377,"Balog,Edward Michael",25%,75%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.25,Graduate
201308,APPH 6400,A,90890,"Wheaton,Lewis A",63%,38%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.63,Graduate
201308,APPH 6895,A,84376,"Kogler,Geza F",86%,14%,,,,,,,,,,100%,Small (10-20 students),3.86,Graduate
201308,APPH 6971,A,89237,"Kistenberg,Robert Steven",93%,7%,,,,,,,,,,100%,Small (10-20 students),3.93,Graduate
201308,APPH 6975,A,89238,"Lucas,Benjamin R",100%,,,,,,,,,,,100%,Small (10-20 students),4.00,Graduate
201308,APPH 6982,A,84377,"Lucas,Benjamin R",55%,45%,,,,,,,,,,100%,Small (10-20 students),3.55,Graduate
201308,APPH 6985,A,84378,"Kistenberg,Robert Steven",82%,18%,,,,,,,,,,100%,Small (10-20 students),3.82,Graduate
201308,APPH 6997,A,82679,"Sprigle,Stephen H",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Graduate
201308,APPH 6999,C,87686,"Kistenberg,Robert Steven",100%,,,,,,,,,,,100%,Small (10-20 students),4.00,Graduate
201308,APPH 6999,A,82419,"Kistenberg,Robert Steven",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Graduate
201308,APPH 8000,A,83900,"Shinohara,Minoru",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,APPH 8010,A,84645,"Kogler,Geza F",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Graduate
201308,APPH 8903,SS,91213,"Sprigle,Stephen H",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,APPH 9000,EB,84447,"Balog,Edward Michael",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,APPH 9000,RG,84449,"Gregor,Robert J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,APPH 9000,TB,84446,"Burkholder,Thomas J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,APPH 9000,MMS,84450,"Millard-Stafford,Melinda",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,APPH 9000,RN,86098,"Nichols,T Richard",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,APPH 9000,SS,84452,"Sprigle,Stephen H",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,APPH 9000,BP,84451,"Priloutski,Boris I",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,APPH 9000,YC,84448,"Chang,Young-Hui",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,APPH 9000,LW,86097,"Wheaton,Lewis A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,ARBC 1001,G,84127,"Nassereddine,Ragheda",58%,25%,,,,8%,,,,8%,,100%,Small (10-20 students),3.70,Undergraduate
201308,ARBC 1001,C,87102,"Houssami,Rima",74%,5%,5%,5%,5%,,,,,5%,,100%,Small (10-20 students),3.44,Undergraduate
201308,ARBC 1501,C,90453,"Aquil,Rajaa M",68%,28%,4%,,,,,,,,,100%,Mid-size (21-30 students),3.64,Undergraduate
201308,ARBC 2001,D,86081,"Nassereddine,Ragheda",63%,19%,13%,6%,,,,,,,,100%,Small (10-20 students),3.38,Undergraduate
201308,ARBC 3001,F,87704,"Aquil,Rajaa M",75%,,,,,,,,,,25%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARBC 3813,H,90589,"Aquil,Rajaa M",67%,,,,,,,,,,33%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARCH 2011,1,83904,"Baerlecken,Daniel Michael",75%,21%,4%,,,,,,,,,100%,Mid-size (21-30 students),3.71,Undergraduate
201308,ARCH 2111,LH1,80586,"Hollengreen,Laura Holden",23%,62%,12%,4%,,,,,,,,100%,Mid-size (21-30 students),3.04,Undergraduate
201308,ARCH 2111,LH,83370,"Hollengreen,Laura Holden",16%,34%,27%,3%,3%,,,,,,17%,100%,Very Large (50 students or more),2.68,Undergraduate
201308,ARCH 2211,RL,80169,"LeBlanc,W. Jude",56%,34%,9%,,,,,,,,,100%,Large (31-49 students),3.47,Undergraduate
201308,ARCH 2472,SO,90935,"Shaw,Jonathan M",59%,34%,7%,,,,,,,,,100%,Mid-size (21-30 students),3.52,Undergraduate
201308,ARCH 3011,CR,83907,"Rudolph,Charles F",36%,64%,,,,,,,,,,100%,Small (10-20 students),3.36,Undergraduate
201308,ARCH 3011,JL,84495,"LeBlanc,W. Jude",45%,55%,,,,,,,,,,100%,Small (10-20 students),3.45,Undergraduate
201308,ARCH 3011,SR,83906,"Romm,Stuart M",55%,45%,,,,,,,,,,100%,Small (10-20 students),3.55,Undergraduate
201308,ARCH 3011,KJ,90934,"Johnson,Katherine Wright",42%,42%,17%,,,,,,,,,100%,Small (10-20 students),3.25,Undergraduate
201308,ARCH 3011,SB1,84441,"Bafna,Sonit",50%,50%,,,,,,,,,,100%,Small (10-20 students),3.50,Undergraduate
201308,ARCH 3241,TH,83407,"Harrison,Timothy A",31%,45%,16%,,,,,,,,8%,100%,Very Large (50 students or more),3.17,Undergraduate
201308,ARCH 4011,HH1,90996,"Howard,Herman Hansen",71%,29%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.71,Undergraduate
201308,ARCH 4011,AE,86411,"Economou,Athanassios",91%,9%,,,,,,,,,,100%,Small (10-20 students),3.91,Undergraduate
201308,ARCH 4011,TA,85112,"Al-Haddad,Tristan F",75%,25%,,,,,,,,,,100%,Small (10-20 students),3.75,Undergraduate
201308,ARCH 4151,DA,80117,"Allen,Douglas C",29%,51%,14%,2%,,,,,,,5%,100%,Very Large (50 students or more),3.12,Undergraduate
201308,ARCH 4225,MC,91006,"Cottle,Mark H",50%,,,,,,,,,,50%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARCH 4227,FP1,91035,"Pearsall,Frederick M",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARCH 4231,JB,86615,"Brown,Jason Britton",55%,18%,27%,,,,,,,,,100%,Small (10-20 students),3.27,Undergraduate
201308,ARCH 4231,JB1,80585,"Brown,Jason Britton",29%,33%,17%,4%,,,,,,,17%,100%,Mid-size (21-30 students),3.05,Undergraduate
201308,ARCH 4251,RG,87063,"Gentry,T Russell",47%,27%,27%,,,,,,,,,100%,Mid-size (21-30 students),3.20,Undergraduate
201308,ARCH 4414,LD,83764,"Duncan,Lane Mitchell",52%,24%,19%,,,,,,,5%,,100%,Mid-size (21-30 students),3.35,Undergraduate
201308,ARCH 4803,EDJ,91534,"Dunham-Jones,Ellen",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201308,ARCH 4803,TA,90949,"Al-Haddad,Tristan F",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARCH 4803,MS,91318,"Swarts,Matthew E.",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201308,ARCH 4803,VA,89313,"Alkanoglu,Volkan",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARCH 4803,SB1,90939,"Bafna,Sonit",33%,67%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.33,Undergraduate
201308,ARCH 4803,AE,91104,"Economou,Athanassios",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARCH 4803,HD,91016,"Dimitropoulos,Harris",86%,,,,,,,,,,14%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARCH 4833,JH,91000,"Haymaker,John Riker",67%,,,,,,,,,,33%,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARCH 4833,SK,90986,"Khan,Sabir",80%,20%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.80,Undergraduate
201308,ARCH 4843,JS,87315,"Sanford,Jon Allen",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201308,ARCH 4903,FP,91558,"Pearsall,Frederick M",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARCH 4903,HD,91598,"Dimitropoulos,Harris",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARCH 4903,LH,90818,"Hollengreen,Laura Holden",,,100%,,,,,,,,,100%,Very Small (Fewer than 10 students),2.00,Undergraduate
201308,ARCH 4903,MS,91456,"Swarts,Matthew E.",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,ARCH 6026,HD,89284,"Dimitropoulos,Harris",55%,45%,,,,,,,,,,100%,Small (10-20 students),3.55,Graduate
201308,ARCH 6026,JS,89283,"Sherman,Jihan Stanford",55%,45%,,,,,,,,,,100%,Small (10-20 students),3.55,Graduate
201308,ARCH 6051,MC,84444,"Cottle,Mark H",56%,22%,22%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.33,Graduate
201308,ARCH 6051,FP,87313,"Pearsall,Frederick M",80%,10%,,,10%,,,,,,,100%,Small (10-20 students),3.50,Graduate
201308,ARCH 6051,NK,83902,"Kashlan,Nadine Asem",40%,30%,20%,,,,,,,,10%,100%,Small (10-20 students),3.22,Graduate
201308,ARCH 6051,BB,85113,"Bell,Brian A",45%,45%,9%,,,,,,,,,100%,Small (10-20 students),3.36,Graduate
201308,ARCH 6071,AE,91578,"Economou,Athanassios",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 6071,LS,90955,"Spuijbroek,Lars Mathias M",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 6071,RD,91140,"Dagenhart,Richard L",78%,22%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.78,Graduate
201308,ARCH 6071,MS,90953,"Simmons,Marc Anthony",100%,,,,,,,,,,,100%,Small (10-20 students),4.00,Graduate
201308,ARCH 6071,AL,91009,"Landesberg,Amy R",33%,58%,8%,,,,,,,,,100%,Small (10-20 students),3.25,Graduate
201308,ARCH 6071,MG,90954,"Gamble,Michael",100%,,,,,,,,,,,100%,Small (10-20 students),4.00,Graduate
201308,ARCH 6105,LH,88967,"Hollengreen,Laura Holden",41%,35%,12%,6%,6%,,,,,,,100%,Small (10-20 students),3.00,Graduate
201308,ARCH 6151,EDJ,86434,"Dunham-Jones,Ellen",40%,40%,,,,,,,,,20%,100%,Very Small (Fewer than 10 students),3.50,Graduate
201308,ARCH 6225,MC1,91007,"Cottle,Mark H",57%,,,,,,,43%,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 6227,FP,90938,"Pearsall,Frederick M",83%,17%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.83,Graduate
201308,ARCH 6229,RL,88968,"LeBlanc,W. Jude",39%,50%,6%,6%,,,,,,,,100%,Small (10-20 students),3.22,Graduate
201308,ARCH 6242,JB,88969,"Brown,Jason Britton",60%,20%,10%,,,,,,,,10%,100%,Small (10-20 students),3.56,Graduate
201308,ARCH 6271,CZ,88973,"Zimring,Craig M",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 6303,MD,87071,"Dobbins,Michael A",33%,67%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.33,Graduate
201308,ARCH 6316,PP,89983,"Parker Jr.,Walter Ennis",28%,68%,4%,,,,,,,,,100%,Very Large (50 students or more),3.24,Graduate
201308,ARCH 6350,A,89914,"Andreotti,Libero",51%,44%,2%,,,,,,,,2%,100%,Large (31-49 students),3.50,Graduate
201308,ARCH 6472,CII,90206,"Gokmen,Sabri",77%,23%,,,,,,,,,,100%,Mid-size (21-30 students),3.77,Graduate
201308,ARCH 6502,MS,87303,"Swarts,Matthew E.",63%,21%,,,,,,,,4%,13%,100%,Mid-size (21-30 students),3.75,Graduate
201308,ARCH 6506,RG,87280,"Sharif,Shani",87%,,,,,,,,,,13%,100%,Small (10-20 students),4.00,Graduate
201308,ARCH 6508,TE,87308,"Economou,Athanassios",100%,,,,,,,,,,,100%,Small (10-20 students),4.00,Graduate
201308,ARCH 6731,OE,91013,"Gamble,Michael",80%,10%,,,,,,5%,,,5%,100%,Small (10-20 students),3.89,Graduate
201308,ARCH 7000,GA,89424,"Augenbroe,Godfried L",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,ARCH 7000,RD,90794,"Dagenhart,Richard L",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,ARCH 7252,GA,91015,"Augenbroe,Godfried L",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 8100,DS,87959,"Augenbroe,Godfried L",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 8102,JP,90207,"Peponis,John",44%,44%,,,11%,,,,,,,100%,Very Small (Fewer than 10 students),3.11,Graduate
201308,ARCH 8801,TD,91059,"Debo,Thomas N",93%,,,,,,,,,,7%,100%,Small (10-20 students),4.00,Graduate
201308,ARCH 8803,HD,91017,"Dimitropoulos,Harris",50%,,,,,,,,,,50%,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 8803,VA,90997,"Alkanoglu,Volkan",50%,50%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.50,Graduate
201308,ARCH 8803,TA,89303,"Al-Haddad,Tristan F",67%,33%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.67,Graduate
201308,ARCH 8803,SB2,91102,"Bafna,Sonit",25%,50%,,,,,,,,25%,,100%,Very Small (Fewer than 10 students),3.33,Graduate
201308,ARCH 8803,LS,91018,"Spuijbroek,Lars Mathias M",40%,20%,,,20%,,,,,20%,,100%,Very Small (Fewer than 10 students),2.75,Graduate
201308,ARCH 8803,RS,89296,"Simmons,Marc Anthony",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 8803,AL,91020,"Landesberg,Amy R",58%,33%,8%,,,,,,,,,100%,Small (10-20 students),3.50,Graduate
201308,ARCH 8811,CB,87319,"Branum,Cassie Diane",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Graduate
201308,ARCH 8823,PY,89328,"Yang,Perry P J",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 8833,SK,91008,"Khan,Sabir",75%,25%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.75,Graduate
201308,ARCH 8833,JH,91001,"Haymaker,John Riker",50%,,,,,,,,,17%,33%,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 8903,CE1,91201,"Eastman,Charles",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 8903,CE2,91253,"Eastman,Charles",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 8903,RG1,91179,"Gentry,T Russell",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,ARCH 8903,MS,91399,"Swarts,Matthew E.",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,AS 1110,B,81105,"Meredith,Wesley D",24%,57%,5%,,,,,,,,14%,100%,Mid-size (21-30 students),3.22,Undergraduate
201308,AS 1110,A,81101,"Meredith,Wesley D",16%,69%,3%,,3%,,,,,,9%,100%,Large (31-49 students),3.03,Undergraduate
201308,AS 1111,A,81102,"Coker,Calvin Casey",,,,,,,,92%,3%,,5%,100%,Large (31-49 students),N/A,Undergraduate
201308,AS 2210,B,81107,"Myhr,Lindsey Elizabeth",59%,18%,6%,,,,,,,,18%,100%,Small (10-20 students),3.64,Undergraduate
201308,AS 2210,A,81106,"Myhr,Lindsey Elizabeth",54%,18%,18%,,4%,,,,,,7%,100%,Mid-size (21-30 students),3.27,Undergraduate
201308,AS 2211,A,81108,"Coker,Calvin Casey",,,,,,,,85%,2%,,12%,100%,Large (31-49 students),N/A,Undergraduate
201308,AS 3310,A,81111,"Coker,Calvin Casey",88%,12%,,,,,,,,,,100%,Small (10-20 students),3.88,Undergraduate
201308,AS 3311,A,81112,"Coker,Calvin Casey",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Undergraduate
201308,AS 4410,A,81113,"Bevans,Shawn Bastos",95%,5%,,,,,,,,,,100%,Small (10-20 students),3.95,Undergraduate
201308,AS 4411,A,81121,"Coker,Calvin Casey",,,,,,,,100%,,,,100%,Mid-size (21-30 students),N/A,Undergraduate
